date,total_sales,dcoilwtico,total_onpromotion,is_payday,post_earthquake,weeks_since_eq,eq_effect,is_holiday,holiday_type_Additional,holiday_type_Bridge,holiday_type_Celebrated,holiday_type_Event,holiday_type_Holiday,holiday_type_Transfer,holiday_type_Work Day,holiday_type_nan
2013-02-01,369402.055266,97.46,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-02,518887.462705,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-03,486336.82018,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-04,344308.715017,96.21,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-05,321245.83913,96.68,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-06,321538.177149,96.44,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-07,290807.530973,95.84,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-08,347441.789912,95.71,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-09,416176.2790747,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-10,300951.328993,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-11,278627.588926,97.01,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-02-12,308800.7909121,97.48,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-02-13,319597.929962,97.03,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-14,308164.016957,97.3,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-15,320168.883912,95.95,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-16,485660.494008,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-17,399588.910014,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-18,350745.573191,95.95,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-19,293637.801951,96.69,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-20,313803.162034,94.92,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-21,267711.1090155,92.79,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-22,285679.869131,93.12,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-23,412897.349113,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-24,452726.126103,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-25,307110.875933,92.74,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-26,270425.0070675,92.63,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-27,288401.998919,92.84,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-02-28,278116.291888,92.03,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-01,378898.165064,90.71,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-02,547857.205258,,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-03-03,559820.580027,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-04,383647.679097,90.13,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-05,332189.993189,90.88,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-06,335726.580968,90.47,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-07,293099.52701,91.53,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-08,316600.679967,92.01,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-09,453259.496866,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-10,461859.756153,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-11,318379.133021,92.07,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-12,271823.37801,92.44,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-13,287869.663972,92.47,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-14,247541.420096,93.03,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-15,315878.090213,93.49,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-16,482233.433961,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-17,513439.584913,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-18,330283.80303,93.71,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-19,294020.245897,92.44,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-20,321207.006946,93.21,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-21,269130.127953,92.46,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-22,304100.453969,93.41,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-23,453192.003086,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-24,449794.636951,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-25,317559.6099585,94.55,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-26,275818.2359,95.99,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-27,313691.148998,96.53,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-28,339293.269022,97.24,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-29,345513.132,97.24,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-30,452661.356036,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-03-31,462107.639956,,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-01,428816.447912,97.1,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-04-02,377732.827961,97.23,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-03,373731.0758793,95.02,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-04,308738.385963,93.26,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-05,336394.782031,92.76,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-06,509424.214023,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-07,519048.376884,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-08,346649.815943,93.36,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-09,306335.8019617,94.18,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-10,312846.374941,94.59,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-11,303223.41301,93.44,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-12,314394.967035,91.23,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-04-13,453442.497048,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-14,478417.148813,,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-04-15,338712.458055,88.75,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-16,333431.880049,88.73,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-17,334990.518942,86.65,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-18,281924.509951,87.83,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-19,311588.70494,88.04,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-20,459884.838043,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-21,485721.032087,,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-04-22,328886.320986,88.81,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-23,302097.8329435,89.21,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-24,310555.184925,91.07,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-25,268790.618996,93.27,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-26,304413.556952,92.63,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-27,446665.337895,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-28,477623.4729303,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-04-29,328795.874018,94.09,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-04-30,310186.466894,93.22,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-01,507974.636889,90.74,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-05-02,348709.460063,93.7,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-03,374291.2510323,95.25,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-04,520339.51596499997,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-05,580268.550981,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-06,369869.383046,95.8,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-07,317292.964148,95.28,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-08,332477.410968,96.24,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-09,305868.0570225,96.09,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-10,335937.441949,95.81,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-11,512090.58108,,0,False,0,0,0.0,True,True,False,False,False,False,False,False,False
2013-05-12,387860.5050145,,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-05-13,350598.06187,94.76,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-14,308469.313119,93.96,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-15,329113.560081,93.95,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-16,307556.946937,94.85,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-17,330004.241998,95.72,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-18,480969.558942,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-19,518153.554009,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-20,341787.214991,96.29,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-21,307178.399952,95.55,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-22,301785.4831075,93.98,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-23,289261.058026,94.12,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-24,398389.241982,93.84,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-05-25,417930.141993,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-26,450631.400068,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-27,321630.8309235,93.84,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-28,307329.1680565,94.65,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-29,309333.380899,93.13,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-30,304344.849939,93.57,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-05-31,330257.841975,91.93,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-01,566901.814988,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-02,637698.494958,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-03,426332.097995,93.41,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-04,369705.160085,93.36,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-05,361791.080915,93.66,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-06,317496.765891,94.71,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-07,357673.087977,96.11,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-08,466292.699096,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-09,526804.730256,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-10,349754.291978,95.82,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-11,283858.2159925,95.5,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-12,320173.5779987,95.98,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-13,282886.9200452,96.66,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-14,326956.74210719997,97.83,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-15,505950.6668701,,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-16,435894.082881,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-17,370944.271024,97.86,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-18,320885.3399215,98.46,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-19,319235.25797700003,98.24,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-20,293877.944015,94.89,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-21,319722.6870265,93.81,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-22,446347.312096,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-23,504964.845142,,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-06-24,336631.9640383,95.07,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-25,305119.530064,95.25,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-06-26,301847.2489636,95.47,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-27,266525.458966,97.0,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-28,324210.971803,96.36,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-29,509379.108146,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-06-30,533481.693027,,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-01,441758.3880965,97.94,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-02,390958.38408,99.65,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-03,374551.917949,101.92,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-07-04,327020.179028,101.92,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-05,351401.500074,103.09,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-06,479514.493924,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-07,500606.073078,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-08,365452.995017,103.03,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-09,317279.1449993,103.46,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-10,314134.886071,106.41,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-11,281750.931023,104.77,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-12,308786.438133,105.85,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-13,432569.1022205,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-14,438722.417857,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-15,348803.0469486,106.2,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-16,335516.229006,105.88,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-17,324313.8180255,106.39,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-18,287074.8739522,107.94,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-19,313332.555049,108.0,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-20,435497.731013,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-21,437952.624049,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-22,342802.29905,106.61,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-23,316257.463107,107.13,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-07-24,309243.7899995,105.41,0,False,0,0,0.0,True,True,False,False,False,False,False,False,False
2013-07-25,298074.2249247,105.47,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-07-26,318745.692921,104.76,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-27,423890.5020012,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-28,433358.6520873,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-29,331493.2850525,104.61,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-30,318553.989932,103.14,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-07-31,357982.979012,105.1,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-01,397555.3181021,107.93,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-02,393831.120007,106.94,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-03,516956.846013,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-04,514267.27594,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-05,407033.810946,106.61,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-08-06,357263.854086,105.32,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-07,351302.132003,104.41,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-08,310953.0239315,103.45,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-09,337521.667868,106.04,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-10,434184.94409,,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-08-11,434720.3230013,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-12,349539.224033,106.19,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-13,317103.331061,106.78,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-14,324377.386893,106.89,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-15,311043.17291,107.43,0,True,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-08-16,364487.3218839,107.58,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-17,448835.3109167,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-18,464053.7730675,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-19,362085.52696,107.14,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-20,343046.11398,104.9,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-21,335724.643932,103.93,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-22,306473.26098,104.93,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-23,331906.369098,106.48,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-24,420576.154994,,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-08-25,443694.093754,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-26,347159.6410143,105.88,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-27,319688.2190185,109.11,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-28,319322.060993,110.17,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-29,294518.685943,108.51,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-30,354932.930947,107.98,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-08-31,523631.3811059,,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-01,640406.221875,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-02,458792.960966,107.98,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-03,397680.420032,108.67,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-04,392565.48591,107.29,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-05,330622.779063,108.5,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-06,335442.247929,110.62,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-07,518584.247,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-08,560852.005091,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-09,377151.7070027,109.62,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-10,308074.4658225,107.48,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-11,323124.61885,107.65,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-12,282855.730937,108.72,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-13,319556.942029,108.31,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-14,476364.004996,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-15,532852.959041,,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-16,373229.840879,106.54,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-17,327282.949966,105.36,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-18,315687.718926,108.23,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-19,279580.372008,106.26,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-20,331846.9039701,104.7,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-21,468298.380896,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-22,502068.7019007,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-23,356043.0340047,103.62,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-24,303333.392926,103.22,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-25,312490.104996,102.68,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-26,273057.8798588,103.1,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-27,320246.574024,102.86,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-28,484903.6890081,,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-09-29,522868.441946,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-09-30,367068.4500143,102.36,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-01,436441.034076,102.09,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-02,414455.6550375,104.15,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-03,348933.24703,103.29,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-04,378109.978059,103.83,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-05,540156.625057,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-06,553031.424016,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-07,373387.109043,103.07,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-10-08,326726.7240121,103.54,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-09,322529.418957,101.63,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-10,305047.0980576,103.08,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-11,402913.849028,102.17,0,False,0,0,0.0,True,False,False,False,False,False,True,False,False
2013-10-12,426379.6909939,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-13,481781.2559686,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-14,342694.7209944,102.46,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-15,305242.569986,101.15,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-16,355696.963943,102.34,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-17,312949.412961,100.72,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-18,323327.873107,100.87,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-19,488245.570001,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-20,537713.5090483,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-21,348721.327971,99.28,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-22,301641.7850828,97.63,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
